arquivo,estilo_real,estilo_llm,justificativa,elementos
carimbo_2Dança da Chama.mp3,carimbo,forró,"A música apresenta um ritmo contagiante e dançante, com o uso proeminente de um sintetizador que emula a sanfona, um instrumento fundamental no forró. A linha de baixo é marcante e a guitarra elétrica complementa a melodia com frases rítmicas características do estilo, especialmente do forró eletrônico e universitário. Os vocais e a energia festiva reforçam a identidade do gênero.","sanfona (sintetizador), guitarra elétrica, baixo elétrico, bateria, vocais femininos, coro"
carimbo_2Dançando na Beira do Rio.mp3,carimbo,forró,"A música apresenta um ritmo binário e dançante, com forte presença do acordeão (sanfona) ditando a melodia e harmonia. A percussão com som de zabumba, triângulo e caixa é marcante, criando uma atmosfera festiva e típica do forró pé de serra.","acordeão (sanfona), percussão (com som de zabumba, triângulo e caixa), baixo elétrico, guitarra, vocal masculino e feminino (em coro), ritmo sincopado"
mpb_Caminho de Luz.mp3,mpb,mpb,"A música apresenta um arranjo acústico suave, com violão dedilhado, baixo, percussão leve e a inclusão de cordas e flauta, criando uma atmosfera introspectiva e melódica. A voz masculina transmite uma sensação de calma e poesia, elementos fortes da Música Popular Brasileira, que valoriza a complexidade harmônica e a profundidade lírica.","voz masculina, violão (dedilhado), baixo, percussão leve (shaker, vassourinha), cordas (violoncelo), flauta"
rock_2Paixão em Ruínas.mp3,rock,rock,"A música apresenta guitarras elétricas (limpas e distorcidas), um baixo e bateria com ritmo forte e constante, além de um vocal masculino expressivo. A estrutura da canção, incluindo a presença de um solo de guitarra e a energia geral, são características clássicas do rock.","guitarra acústica, guitarra elétrica distorcida, baixo, bateria, voz masculina, ritmo marcante, solo de guitarra"
mpb_Caminho de Luz (2).mp3,mpb,mpb,"A música apresenta violão acústico como base harmônica e rítmica, vocal masculino calmo e melódico, e arranjos sutis de cordas, como violino, que adicionam profundidade. A melodia é suave e introspectiva, com letras poéticas em português. Essa combinação é muito característica da MPB, que valoriza a instrumentação acústica, a expressividade vocal e a profundidade lírica, criando uma atmosfera contemplativa.","violão acústico (fingerstyle), voz masculina suave e melódica, cordas (violino/cello), percussão suave (efeito de shaker ou vassourinha)"
carimbo_2No Embalo do Carimbó (1).mp3,carimbo,carimbo,"A música apresenta um ritmo percussivo marcante, com destaque para o tambor (tambo) e maracá, violão acústico e vocais em estilo de ""chamada e resposta"". A letra faz referência explícita ao ""carimbó"" e a elementos culturais da região Norte do Brasil (açaizal, manguezal), características inconfundíveis desse estilo musical paraense.","percussão com tambo e maraca, violão acústico, vocal masculino principal com backing vocals em coro, ritmo dançante e sincopado, letras que mencionam 'carimbó' e elementos regionais"
rock_Labirinto da Mente.mp3,rock,rock,"A música apresenta guitarras elétricas (limpas no início e depois distorcidas), uma bateria marcante com ritmo forte e consistente, e vocais masculinos com entrega enérgica, que são características proeminentes do gênero rock. A 'vibe' da música, que transita de um tom mais melancólico para um mais intenso e potente, reforça essa identificação.","guitarra elétrica (limpa e distorcida), baixo, bateria com batida forte, vocais masculinos"
mpb_Batida Urbana.mp3,mpb,mpb,"A música apresenta violão acústico, um baixo suave e uma percussão leve com ritmo de bossa nova/samba. Os vocais femininos são melódicos e a harmonia é sofisticada, criando uma atmosfera relaxante e contemplativa. A sonoridade, a execução e as referências líricas ao Brasil (como 'Carnival drums' e 'Brazil') são características marcantes da MPB, que frequentemente incorpora e refina elementos do samba e da bossa nova.","violão acústico (dedilhado e com acordes), baixo elétrico, bateria com percussão leve (ritmo de bossa nova/samba, possivelmente com vassourinhas), vocal feminino suave e melódico, vocais de apoio harmonizados, pads/teclados sutis, letras em inglês com temática brasileira"
carimbo_Dança da Alegria (1).mp3,carimbo,carimbo,"A música apresenta um ritmo percussivo forte e contagiante, com destaque para a flauta e vocais vibrantes. Os instrumentos e o ritmo são característicos do carimbó. Além disso, a letra menciona explicitamente 'dança do carimbó' e 'curimbó', confirmando o estilo.","Percussão marcante (curimbó, tamborim, maracas), Melodia de flauta proeminente, Vocal masculino enérgico, Ritmo dançante e festivo, Menção explícita ao 'carimbó' e 'curimbó' na letra"
carimbo_3Dança da Floresta.mp3,carimbo,carimbo,"A música apresenta um ritmo contagiante e dançante, com uma percussão marcante que inclui tambores, junto a elementos como violão e voz feminina. A vibe é festiva e regional, sendo reforçada pela menção explícita do termo 'carimbó' na letra, além de 'dança da floresta', que são características desse estilo musical e dança típica da região amazônica do Brasil (Pará).","percussão vibrante (tambores e outros instrumentos de percussão), ritmo dançante e repetitivo, violão/cavaquinho, voz feminina melódica, sensação de festa e tradição popular, acordeão"
carimbo_2Dança da Floresta.mp3,carimbo,carimbo,"A música apresenta um ritmo vibrante e contagiante, impulsionado pela sanfona, percussão marcante e a presença de instrumentos característicos como maracas e flauta. A estrutura melódica e rítmica, juntamente com a letra que faz referência direta ao 'curimbó' e ao próprio 'carimbó', confirmam o estilo de origem amazônica, com forte apelo à dança.","sanfona (acordeon), percussão (maracas, tambores/curimbó, pandeiro), baixo, flauta, banjo (ou cavaco), voz masculina"
rock_Eterna Noite de Sangue (1).mp3,rock,rock,"A música apresenta guitarras com distorção pesada, bateria com ritmo acelerado e técnica de bumbo duplo, baixo marcante e vocais guturais, características que definem o gênero heavy metal, uma vertente do rock.","guitarras elétricas distorcidas, bateria com ritmo acelerado e bumbo duplo, baixo proeminente, vocais guturais/gritados, riffs agressivos"
rock_Saudade que Grita.mp3,rock,rock,"A música apresenta guitarras elétricas com seções limpas e distorcidas, bateria dinâmica com viradas e batidas fortes, baixo marcante e vocais masculinos emotivos que variam de melancólicos a gritados. As transições de intensidade, com a construção gradual até um clímax poderoso, são características marcantes do rock, com elementos que remetem ao alternative rock ou post-grunge.","guitarra elétrica limpa, guitarra elétrica distorcida, baixo, bateria (kick, snare, hi-hat, crash), vocais masculinos emotivos (cantado e gritado), reverb/delay"
carimbo_2Rainha do Carimbó.mp3,carimbo,carimbo,"A música apresenta um ritmo contagiante e dançante, com forte presença de percussão (como maracas e pandeiro) e um violão com sonoridade regional. A letra, que menciona repetidamente a 'Rainha do Carimbó', explicitamente identifica o gênero. A ""vibe"" é festiva e alegre, características marcantes do carimbó, um estilo musical paraense.","percussão com maraca e pandeiro, ritmo sincopado e dançante, melodia de violão com influência regional, vocais em português com a temática ""carimbó"""
rock_Fragmentos do Amanhã.mp3,rock,rock,"A música apresenta guitarras elétricas com distorção, bateria com ritmo marcante e vocal masculino energético, elementos característicos do rock.","guitarra elétrica distorcida, bateria com batida forte, baixo, vocal masculino"
rock_Ecos do Caos (1).mp3,rock,rock,"A música apresenta guitarras elétricas pesadas e distorcidas, uma bateria com batidas fortes e viradas marcantes (incluindo bumbo duplo), um baixo proeminente e vocais masculinos potentes e agressivos, características inequívocas do gênero rock, mais especificamente hard rock ou heavy metal.","guitarras elétricas distorcidas, bateria com bumbo duplo, baixo marcante, vocais masculinos potentes e agressivos, ritmo acelerado e energético"
sertanejo_Coração em Ruínas (1).mp3,sertanejo,forró,"A música apresenta uma melodia melancólica e emotiva, com destaque para a sanfona (acordeão) como instrumento principal, acompanhada por violão acústico e uma voz feminina expressiva. O ritmo, embora em compasso lento, possui a cadência e a instrumentação características do forró-canção ou forró romântico, explorando temas de saudade e heartbreak, que são comuns no gênero.","voz feminina, violão acústico, sanfona (acordeão), percussão suave"
mpb_Caminho de Sol (1).mp3,mpb,mpb,"A música apresenta uma sonoridade acústica e melodiosa, com a guitarra como instrumento principal, acompanhada por baixo, bateria com vassourinhas e sutis arranjos de cordas e teclado. A voz feminina é suave e expressiva, e o ritmo é calmo e envolvente, características marcantes da MPB, que valoriza a poesia, a melodia e a harmonia.","violão acústico (dedilhado e com acordes), baixo melódico, bateria com vassourinhas (ritmo suave), vocal feminino suave e expressivo, arranjo de cordas (pad), teclado/piano elétrico suave, percussão leve (chocalho/tamborim)"
carimbo_Dança da Alegria.mp3,carimbo,carimbo,"A música apresenta um ritmo contagiante e tribal, com percussão marcante (incluindo o 'curimbó' mencionado na letra), baixo pulsante e melodia festiva. A letra faz referência explícita à 'dança do carimbó', um gênero musical e de dança de origem paraense, que se encaixa perfeitamente na sonoridade apresentada.","bateria com ritmo forte e sincopado, baixo marcante, percussão (curimbó, chocalhos), guitarra/violão com levada rítmica, instrumento de sopro melódico (flauta/sax), vocalista principal e coro, atmosfera festiva e dançante"
carimbo_Dança do Vento.mp3,carimbo,carimbo,"A música apresenta uma melodia marcante e dançante impulsionada pelo acordeão, acompanhada por uma percussão vibrante e envolvente. A presença de saxofone e flauta contribui para o colorido sonoro, enquanto o ritmo é forte e convidativo à dança. As letras mencionam explicitamente o 'carimbó', solidificando a identificação com este estilo musical típico do Pará.","acordeão proeminente, percussão marcante, ritmo dançante e alegre, saxofone e flauta nas melodias, letras que mencionam 'carimbó'"
carimbo_Dança da Maré (1).mp3,carimbo,carimbo,"A música apresenta uma percussão marcante com maraca e outros instrumentos regionais (além da menção explícita ao 'curimbó' na letra), um violão base, flauta melódica e vocais vibrantes. O ritmo é contagiante e dançante, com uma cadência típica do carimbó. A vibe é festiva e alegre, remetendo diretamente às tradições culturais do Pará.","maraca, curimbó (mencionado na letra e presente na percussão), flauta, violão, percussão tribal/regional, vocais animados"
carimbo_Dance in the Sand.mp3,carimbo,rock,"A música apresenta uma instrumentação clássica de rock, com guitarras elétricas proeminentes, um baixo marcante e uma bateria com batida constante e energizada. A melodia vocal e a 'vibe' descontraída, mas com um ritmo impulsionador, se encaixam perfeitamente no gênero rock, especialmente no subgênero surf rock ou pop-rock com influências litorâneas.","guitarra elétrica com timbre limpo e rítmico, baixo com linha melódica e groove, bateria com batida 4/4 constante e marcada, vocal masculino principal claro e melódico, backing vocals harmoniosos"
