ano,artista,faixa,genero1,id,arquivo,status,fechado_estilo,fechado_confianca,fechado_justificativa,tempo_fechado,aberto_estilo,aberto_subgeneros,aberto_confianca,aberto_justificativa,tempo_aberto
2023,Beach Weather,"Sex, drugs, etc",rock,228,"228_Beach Weather - Sex, Drugs, Etc..mp3",ok,pop,90.0,"A composição utiliza uma estrutura melódica acessível, produção de estúdio polida, harmonias vocais em camadas e uma fusão de elementos eletrônicos com instrumentação orgânica, definindo o gênero pop contemporâneo.",42.8636531829834,Indie Rock,"Alternative Rock, Indie Pop, Synth-pop, Anthem Rock",95.0,"A faixa apresenta uma fusão característica do Indie Rock moderno, combinando guitarras elétricas (ora limpas, ora distorcidas) com sintetizadores atmosféricos. A estrutura rítmica é enérgica e impulsionada por uma bateria de rock convencional, enquanto a melodia vocal e a produção polida remetem ao Indie Pop. O refrão 'anthemic' e o uso de camadas sonoras densas são típicos do rock alternativo contemporâneo.",47.26651668548584
2017,Jimin,Who,pop,165,165_Jimin - Who.mp3,ok,pop,95.0,"A faixa apresenta uma produção polida com foco em ganchos melódicos acessíveis, estrutura verso-refrão bem definida e uma fusão de instrumentação orgânica com elementos eletrônicos, típica do pop contemporâneo.",34.802520751953125,Nu-Disco,"Funk-Pop, Dance-Pop, Synth-Pop, Disco-Revival",95.0,"A faixa apresenta uma fusão característica de elementos do funk dos anos 70 com produção pop contemporânea. Destacam-se a linha de baixo sincopada e groovada, guitarras rítmicas com timbres limpos e 'estralados' (funk scratching), e o uso extensivo de vocais em falsete, remetendo ao disco clássico. A estrutura rítmica é baseada em um beat 4/4 constante, típico do dance-pop moderno, com camadas de sintetizadores que conferem uma sonoridade polida e comercial.",50.2155179977417
2024,O Rappa,Anjos,rock,217,217_O Rappa - Anjos (Pra quem tem fé).mp3,ok,rock,100.0,"A faixa apresenta instrumentação característica do rock nacional, com guitarras elétricas, bateria marcante e estrutura de canção pop-rock, sendo uma obra icônica da banda O Rappa.",65.91277027130127,Reggae Rock,"Rock Alternativo, Dub, Hip Hop, MPB, Pop Rock",98.0,"A faixa apresenta uma fusão característica do grupo O Rappa, combinando a base rítmica do reggae (acentuação no terceiro tempo) com a energia e distorção do rock alternativo. A presença de elementos do dub é notada nos efeitos de ambiência e no baixo proeminente, enquanto o fraseado vocal incorpora métricas do hip hop. A composição também se insere no contexto da MPB contemporânea pela profundidade lírica e temática social.",95.73368644714355
2018,Skillet,Psycho in my head,rock,230,230_Skillet - Psycho In My Head.mp3,ok,rock,100.0,"A faixa apresenta guitarras elétricas com distorção, bateria enérgica e vocais agressivos, características fundamentais do rock moderno.",46.00903367996216,Nu Metal / Alternative Metal,"Post-Hardcore, Melodic Metalcore, Hard Rock Moderno",95.0,"A faixa apresenta características marcantes do Nu Metal e Metalcore melódico, como o uso de guitarras com afinações baixas e distorção densa, alternância entre vocais limpos e guturais/gritados (screams), e uma estrutura rítmica sincopada com forte presença de bateria. A produção é moderna, com camadas de sintetizadores sutis e uma mixagem que privilegia o peso das frequências graves e a clareza da voz no refrão, típico do rock alternativo contemporâneo.",35.21353030204773
2022,Wesley Safadão,Seis Cordas,forró,66,66_Wesley Safadão - Seis Cordas - Baião de Dois - Cavalo Lampião - Forró e Vaquejada(MP3_160K).mp3,ok,forró,100.0,"A faixa apresenta elementos característicos do forró eletrônico e piseiro, como o uso proeminente da sanfona, ritmo sincopado acelerado e temática de vaquejada, explicitamente mencionada pelo artista no início da gravação.",70.1838026046753,Forró,"Forró Eletrônico, Piseiro, Forró de Vaquejada",98.0,"A faixa apresenta a instrumentação clássica do forró contemporâneo, com a sanfona (acordeão) liderando a melodia sobre uma base rítmica de bateria e baixo elétrico. A letra faz referências diretas à cultura da vaquejada e do sertão, características fundamentais do Piseiro. O andamento acelerado e a produção moderna com elementos eletrônicos definem o subgênero Forró Eletrônico.",76.1444787979126
2025,Felipe Amorim,Teus Sinais,forró,76,76_Felipe Amorim - Teus Sinais (Clipe Oficial)(MP3_160K).mp3,ok,pagode,95.0,"A faixa apresenta elementos rítmicos e instrumentais característicos do pagode, como o uso do cavaquinho, percussão marcante (pandeiro e surdo) e uma estrutura melódica vocal típica do gênero.",39.53622770309448,Sertanejo Universitário,"Pop Sertanejo, Arrocha, Sertanejo Romântico",95.0,"A faixa apresenta a rítmica e instrumentação características do Sertanejo Universitário, com o uso proeminente de violão e uma produção voltada para o pop. A estrutura melódica e a entrega vocal são típicas do gênero, incorporando elementos de arrocha no refrão, o que confere uma sonoridade dançante e comercial.",50.32310700416565
2024,Nattanzinho Lima,Uma e Quinze da Manhã,forró,77,77_Natanzinho Lima - Uma e Quinze da Manhã - No Doze(MP3_160K).mp3,ok,sertanejo,95.0,"Presença marcante de sanfona, temática lírica de sofrência e consumo de álcool, além de estrutura rítmica e melódica característica do sertanejo universitário.",44.11709976196289,Arrocha,"Sertanejo Universitário, Pop Sertanejo, Arrocha-Pop",95.0,"A faixa apresenta a rítmica característica do Arrocha, com ênfase no balanço percussivo e teclados que marcam a harmonia de forma sincopada. A instrumentação, que inclui guitarras com timbres limpos e arranjos de metais sintetizados, aliada à interpretação vocal melódica e sentimental, é típica do Sertanejo Universitário contemporâneo. A estrutura de produção é polida, visando o apelo comercial do Pop brasileiro atual.",42.109686851501465
2019,"Tarcísio do Acordeon, Vitor Fernandes",Nêga,forró,72,72_NÊGA - Tarcísio do Acordeon e Vitor Fernandes (CLIPE OFICIAL)(MP3_160K).mp3,ok,forró,95.0,"A faixa apresenta elementos característicos do piseiro, uma vertente moderna do forró, destacando-se pelo uso proeminente da sanfona, ritmo sincopado e temática de vaquejada.",43.789406299591064,Forró,"Piseiro, Forró Eletrônico, Sertanejo",98.0,"A faixa é caracterizada pelo uso proeminente da sanfona (acordeão) sobre uma base rítmica eletrônica e sincopada, típica do Piseiro. A estrutura harmônica é simples e direta, focada na dançabilidade e na melodia vocal, que carrega influências do Sertanejo contemporâneo em sua interpretação e temática lírica.",71.76014423370361
2018,João Gomes,Flor de flamboyant,forró,78,78_FLOR DE FLAMBOYANT - João Gomes_ _mestrinhooficial e _Jota.Pe.Oficial (Dominguinho)(MP3_160K).mp3,ok,forró,98.0,"A composição apresenta elementos fundamentais do gênero, como o uso proeminente da sanfona, ritmo de xote/toada e temática lírica romântica com referências à cultura regional nordestina.",38.906651735305786,Forró,"Xote, Forró Universitário, Música Nordestina, Toada",100.0,"A faixa é um exemplo clássico de Forró, especificamente na variante rítmica do Xote, caracterizada pelo andamento moderado e a síncope rítmica executada pela sanfona e pela base de violão. A instrumentação centraliza-se no acordeão (sanfona), que conduz a melodia e a harmonia, enquanto a letra e a interpretação vocal remetem à tradição das vaquejadas e do cancioneiro nordestino. A produção sonora e o arranjo indicam uma influência do Forró Universitário, com uma sonoridade mais limpa e voltada para o apelo romântico.",45.33485960960388
2024,Spice Girls,Wannabe,pop,234,234_Spice Girls - Wannabe.mp3,ok,pop,95.0,"A faixa apresenta características típicas do gênero pop, como andamento acelerado, ganchos melódicos cativantes e repetitivos, harmonias vocais e uma estrutura de produção voltada para o apelo comercial mainstream.",33.695127725601196,Pop Acústico,"Folk Pop, Indie Pop, Cover, Bubblegum Pop",100.0,"A faixa é uma reinterpretação acústica do hit 'Wannabe' das Spice Girls. A sonoridade é definida pelo uso predominante de violão de aço, harmonias vocais em camadas e uma percussão orgânica leve. A abordagem transforma o dance-pop original em um arranjo folk-pop, caracterizado por timbres naturais e uma estética de 'singer-songwriter', mantendo a estrutura melódica cativante da composição original.",19.994187116622925
2009,Raí Saia Rodada,Tapão Na Raba,forró,79,79_Tapão Na Raba Raí Saia Rodada - Musics 2020- 2021- TAPÃO NA RABA LETRA(MP3_160K).mp3,ok,forró,95.0,"A faixa apresenta uma base rítmica sincopada característica do piseiro, vertente moderna do forró, com uso de percussão eletrônica e padrões melódicos típicos do gênero.",32.557424545288086,Piseiro,"Arrocha, Sertanejo Universitário, Tecno-brega, Forró Eletrônico",98.0,"A faixa é um exemplo clássico de Piseiro, caracterizado por sua base rítmica eletrônica derivada do forró (a 'pisadinha'), com andamento acelerado e síncope marcante. A instrumentação é dominada por sintetizadores que substituem o acordeão tradicional, acompanhados por batidas de drum machine e baixo sintetizado. O estilo vocal e a temática lírica aproximam-se do Arrocha e do Sertanejo Universitário, enquanto a estética sonora geral remete ao Tecno-brega pela crueza dos timbres eletrônicos.",48.28731679916382
2025,Black eyed pears,RITMO (Bad Boys For Life),pop,168,"168_Black Eyed Peas, J Balvin - RITMO (Bad Boys For Life).mp3",ok,pop,95.0,"A faixa apresenta uma fusão de elementos de dance music eletrônica com ritmos de reggaeton (dembow), estrutura de canção comercial e uso de samples de sucessos pop globais.",35.10956072807312,Reggaeton / Dance-Pop,"Moombahton, Eurodance, Latin Urban, Electropop",100.0,"A faixa é uma reinterpretação contemporânea do clássico Eurodance dos anos 90, integrando o icônico sample de 'The Rhythm of the Night' a uma estrutura rítmica de Reggaeton (dembow). A fusão de elementos da música eletrônica de pista (House) com a cadência urbana latina e vocais bilíngues caracteriza o estilo Moombahton e o Dance-Pop moderno.",45.378719329833984
2020,Maroon 5,Moves like Jagger,pop,231,"231_Maroon 5, Christina Aguilera - Moves Like Jagger.mp3",ok,pop,95.0,"Trata-se de uma versão acústica de um sucesso mainstream (Maroon 5), com estrutura melódica e rítmica característica do gênero pop.",54.0155246257782,Pop Acústico,"Fingerstyle, Soft Pop, Singer-Songwriter, Contemporary Folk-Pop",95.0,"A faixa apresenta uma reinterpretação minimalista de uma composição pop mainstream, centrada exclusivamente em voz e violão. A técnica de execução do violão combina dedilhados (fingerstyle) com elementos percussivos nas cordas para emular a seção rítmica original. A estética é orgânica, priorizando a clareza melódica e uma entrega vocal intimista, típica de arranjos 'unplugged'.",33.82604241371155
2020,ANAVITÓRIA,Me conta da tua janela,mpb,106,106_ANAVITÓRIA - Me conta da tua janela.mp3,ok,mpb,95.0,"A composição apresenta arranjo acústico centrado no violão e vocais melódicos com foco na interpretação lírica, características fundamentais da Música Popular Brasileira.",9.058783292770386,Nova MPB,"Indie Pop, Folk-Pop, Bossa Pop, Pop Brasileiro",98.0,"A faixa exemplifica o movimento da 'Nova MPB', com foco em arranjos acústicos minimalistas, harmonias vocais suaves e uma estética de produção intimista. A rítmica do violão de nylon e a melodia fundem a tradição da canção brasileira com elementos do pop contemporâneo e folk, enquanto a letra apresenta uma temática introspectiva e urbana.",34.269731760025024
2013,"Zé Vaqueiro, João gomes",Arriadin por tu,forró,171,"171_Zé Vaqueiro, João Gomes - Arriadin por Tu - Ao Vivo.mp3",ok,forró,98.0,"A faixa apresenta elementos fundamentais do piseiro, uma vertente moderna do forró, caracterizada pelo uso proeminente da sanfona, batida eletrônica sincopada e temática regional.",31.09231400489807,Piseiro,"Forró, Vaquejada, Arrocha, Sertanejo",100.0,"A faixa apresenta as características fundamentais do Piseiro, uma vertente moderna e eletrônica do Forró. Destaca-se o uso de batidas programadas sincopadas, a proeminência da sanfona (acordeão) com frases melódicas rápidas e a estrutura harmônica simplificada. A temática lírica foca no romantismo e no universo da vaquejada, elementos centrais da identidade estética de artistas como João Gomes e Zé Vaqueiro, que interpretam a canção.",24.87076759338379
2023,Maneskin,Coraline,rock,226,226_Måneskin - CORALINE.mp3,ok,rock,95.0,"A faixa apresenta uma estrutura de rock alternativo, caracterizada pela transição entre versos melódicos e refrões intensos com guitarras distorcidas e bateria enérgica.",72.26204562187195,Pop Rock Italiano,"Rock Alternativo, Pop Acústico, Power Ballad, Indie Rock",100.0,"A faixa apresenta uma estrutura dinâmica de power ballad, iniciando com um arranjo minimalista de violão e voz (pop acústico) e evoluindo para um clímax de rock alternativo com guitarras distorcidas e bateria intensa. A performance vocal é expressiva e característica do rock contemporâneo italiano, utilizando variações de dinâmica para enfatizar a narrativa lírica.",54.75828742980957
2019,ANAVITÓRIA,A Gente Junto,mpb,102,102_ANAVITÓRIA - A Gente Junto.mp3,ok,mpb,95.0,"A faixa apresenta características típicas da MPB contemporânea, com foco na melodia vocal suave, letras poéticas em português e um arranjo que mescla instrumentos acústicos com elementos eletrônicos sutis, mantendo uma sonoridade sofisticada e relaxada.",46.24962639808655,Nova MPB,"Bossa Nova, Indie Pop Brasileiro, Jazz-Pop",95.0,"A faixa apresenta uma fusão contemporânea de elementos tradicionais da música brasileira com produção moderna. A base rítmica é construída sobre uma levada de violão sincopada, característica da Bossa Nova, acompanhada por uma percussão suave e precisa. A harmonia é sofisticada, utilizando acordes com extensões (sétimas e nonas) típicos do Jazz. O vocal é intimista e coloquial, remetendo ao estilo 'canto falado' de João Gilberto, mas inserido em uma estética de produção limpa e atual, definindo o que se convencionou chamar de Nova MPB.",32.74514293670654
